match,week,team,opponent,Created,Point,Possession,Thrower,Receiver,Turnover?,Thrower error?,Receiver error?,Throw to endzone?,Assist?,Secondary assist?,Huck?,Swing?,Dump?,From sideline?,To sideline?,Distance (m),Forward distance (m),Left-to-right distance (m),Start X (0 -> 1 = left sideline -> right sideline),Start Y (0 -> 1 = back of opponent endzone -> back of own endzone),End X (0 -> 1 = left sideline -> right sideline),End Y (0 -> 1 = back of opponent endzone -> back of own endzone)
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:05:48,27,1,27 Mary Rippe,11 Dawn Culton,0,0,0,0,0,0,0,0,1,0,0,27.469778,-8.028876,26.270247,0.84739804,0.4524703,0.3087201,0.525641
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:05:58,27,1,11 Dawn Culton,22 Julia Zwierzynski,0,0,0,0,0,0,0,0,0,0,1,15.41761,9.675828,12.003376,0.3087201,0.525641,0.0625879,0.4374609
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:06:23,27,1,22 Julia Zwierzynski,11 Dawn Culton,1,1,0,0,0,0,0,1,0,1,0,15.19507,1.7841934,-15.089957,0.0625879,0.4374609,0.37201124,0.42120075
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:07:33,28,1,59 Audrey Lyman,34 Alex Barnett,0,0,0,0,0,0,0,0,0,0,0,9.4119425,6.7250485,6.5847087,0.59985936,0.7157599,0.46483827,0.6544715
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:07:41,28,1,34 Alex Barnett,28 Claire Revere,0,0,0,0,0,0,0,0,0,0,0,9.121523,4.4604836,-7.9565234,0.46483827,0.6544715,0.62798876,0.61382115
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:07:52,28,1,28 Claire Revere,59 Audrey Lyman,0,0,0,0,0,0,0,0,0,0,0,11.605328,3.5683932,11.043107,0.62798876,0.61382115,0.4015471,0.5813008
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:07:56,28,1,59 Audrey Lyman,34 Alex Barnett,0,0,0,0,0,0,0,0,0,0,0,9.740851,-0.13724816,-9.739884,0.4015471,0.5813008,0.60126585,0.5825516
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:08:02,28,1,34 Alex Barnett,59 Audrey Lyman,0,0,0,0,0,0,0,0,1,0,0,8.448995,-1.1665865,8.36807,0.60126585,0.5825516,0.4296765,0.5931832
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:08:11,28,1,59 Audrey Lyman,28 Claire Revere,0,0,0,0,0,0,0,1,0,0,1,16.114672,6.176056,14.884185,0.4296765,0.5931832,0.12447257,0.5368981
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:08:20,28,1,28 Claire Revere,12 Katie Backus Meilstrup,0,0,0,0,0,0,0,0,0,1,0,9.645665,5.8329487,-7.68216,0.12447257,0.5368981,0.28199717,0.48373982
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:08:30,28,1,12 Katie Backus Meilstrup,59 Audrey Lyman,0,0,0,0,0,0,0,0,1,0,0,11.12941,-3.7056382,-10.49438,0.28199717,0.48373982,0.49718705,0.51751095
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:08:43,28,1,59 Audrey Lyman,34 Alex Barnett,0,0,0,0,0,1,0,0,0,0,1,37.172874,31.909645,-19.068222,0.49718705,0.51751095,0.8881857,0.2267042
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:08:50,28,1,34 Alex Barnett,17 Karen Ehrhardt,0,0,0,1,1,0,0,0,0,1,1,14.726248,14.685298,-1.0974505,0.8881857,0.2267042,0.9106892,0.09287054
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:11:54,30,1,27 Mary Rippe,59 Audrey Lyman,0,0,0,0,0,0,0,0,0,0,0,10.812906,6.9309177,-8.299478,0.45077357,0.73139465,0.6209564,0.6682301
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:12:06,30,1,59 Audrey Lyman,NA,1,1,0,0,0,0,0,0,0,0,0,13.974444,9.675822,-10.082835,0.6209564,0.6682301,0.82770747,0.58005005
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:13:55,31,1,03 Lyra Olson,14 Ellen Yu,0,0,0,0,0,0,0,0,0,0,0,11.346997,3.3625243,10.837333,0.7278481,0.691995,0.5056259,0.66135085
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:14:05,31,1,14 Ellen Yu,11 Dawn Culton,0,0,0,0,0,0,0,0,0,0,1,23.448921,14.204939,18.656677,0.5056259,0.66135085,0.123066105,0.5318949
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:14:17,31,1,11 Dawn Culton,22 Julia Zwierzynski,1,1,0,0,0,0,0,0,0,1,1,38.705494,38.70331,0.4115443,0.123066105,0.5318949,0.11462729,0.17917448
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:16:30,31,2,11 Dawn Culton,14 Ellen Yu,0,0,0,0,0,0,0,0,0,1,1,15.036079,15.028412,0.4801364,0.98663855,0.6207004,0.9767932,0.48373982
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:16:44,31,2,14 Ellen Yu,21 Julia Hoffmann,0,0,0,0,0,0,0,0,0,1,0,36.486763,33.2821,14.952777,0.9767932,0.48373982,0.6701828,0.18042527
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:16:56,31,2,21 Julia Hoffmann,11 Dawn Culton,0,0,0,0,0,1,0,0,1,0,0,6.9176126,-2.6762917,6.3789363,0.6701828,0.18042527,0.53938115,0.2048155
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:17:00,31,2,11 Dawn Culton,25 Meg Manning,0,0,0,1,1,0,0,0,0,0,0,9.028124,6.587797,6.173164,0.53938115,0.2048155,0.41279888,0.14477798
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:18:28,32,1,27 Mary Rippe,09 Jinny Riedel,0,0,0,0,0,0,0,0,0,1,0,9.266357,2.2645586,-8.985385,0.09353024,0.6369606,0.2777778,0.6163227
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:18:32,32,1,09 Jinny Riedel,34 Alex Barnett,0,0,0,0,0,0,0,0,1,0,0,7.2404594,-3.1566553,-6.516117,0.2777778,0.6163227,0.4113924,0.6450907
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:18:39,32,1,34 Alex Barnett,18 Sarah McKee,0,0,0,0,0,0,0,0,1,0,0,7.054748,-5.35258,-4.59558,0.4113924,0.6450907,0.5056259,0.69387114
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:18:48,32,1,18 Sarah McKee,09 Jinny Riedel,0,0,0,0,0,0,0,0,0,0,0,11.797385,3.088028,11.386061,0.5056259,0.69387114,0.2721519,0.66572857
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:19:00,32,1,09 Jinny Riedel,02 Claire Bidigare-Curtis,0,0,0,0,0,0,0,0,0,0,1,27.102531,24.841486,10.837333,0.2721519,0.66572857,0.049929675,0.43933707
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:19:18,32,1,02 Claire Bidigare-Curtis,09 Jinny Riedel,0,0,0,0,0,0,0,1,0,1,0,16.80136,-6.3133073,-15.570094,0.049929675,0.43933707,0.36919832,0.49687305
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:19:25,32,1,09 Jinny Riedel,02 Claire Bidigare-Curtis,0,0,0,0,0,0,0,0,0,0,0,14.157536,3.4997692,-13.7181425,0.36919832,0.49687305,0.65049225,0.4649781
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:19:32,32,1,02 Claire Bidigare-Curtis,22 Julia Zwierzynski,0,0,0,0,0,0,0,0,0,0,0,12.438031,9.264088,8.299477,0.65049225,0.4649781,0.48030943,0.38055035
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:19:39,32,1,22 Julia Zwierzynski,09 Jinny Riedel,0,0,0,0,0,0,0,0,0,0,0,13.012367,5.4898314,11.797604,0.48030943,0.38055035,0.23839663,0.33051908
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:19:51,32,1,09 Jinny Riedel,34 Alex Barnett,1,1,0,0,0,0,0,0,0,0,0,8.221916,7.960256,2.0577219,0.23839663,0.33051908,0.19620253,0.25797373
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:24:26,33,1,06 Jenny Wei,59 Audrey Lyman,0,0,0,0,0,0,0,0,0,0,0,8.780848,6.1760626,-6.2417574,0.40576652,0.6651032,0.5337553,0.608818
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:24:37,33,1,59 Audrey Lyman,06 Jenny Wei,0,0,0,0,0,0,0,0,1,0,0,9.857939,-7.685766,-6.173164,0.5337553,0.608818,0.66033757,0.6788618
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:24:52,33,1,06 Jenny Wei,21 Julia Hoffmann,1,1,0,0,0,0,0,0,0,0,0,16.605707,15.302905,-6.4475284,0.66033757,0.6788618,0.79254574,0.5393996
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:27:04,34,1,14 Ellen Yu,34 Alex Barnett,0,0,0,0,0,0,0,0,0,0,0,11.901947,7.960256,8.848202,0.57032347,0.7107567,0.3888889,0.63821137
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:27:16,34,1,34 Alex Barnett,14 Ellen Yu,0,0,0,0,0,0,0,0,0,0,0,13.050291,-0.68622774,-13.032237,0.3888889,0.63821137,0.65611815,0.64446527
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:27:20,34,1,14 Ellen Yu,34 Alex Barnett,0,0,0,0,0,0,0,1,0,0,0,14.679056,-0.13724816,14.678414,0.65611815,0.64446527,0.35513362,0.6457161
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:27:27,34,1,34 Alex Barnett,14 Ellen Yu,0,0,0,0,0,0,0,0,0,0,0,12.915743,2.7449174,-12.62069,0.35513362,0.6457161,0.613924,0.6207004
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:27:32,34,1,14 Ellen Yu,03 Lyra Olson,0,0,0,0,0,0,0,0,1,0,0,14.309942,-1.7842,14.198277,0.613924,0.6207004,0.3227848,0.6369606
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:27:37,34,1,03 Lyra Olson,14 Ellen Yu,0,0,0,0,0,0,0,0,1,0,0,7.9273,-1.3038347,-7.819341,0.3227848,0.6369606,0.48312235,0.64884305
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:27:44,34,1,14 Ellen Yu,34 Alex Barnett,0,0,0,0,0,0,0,0,0,0,0,9.517373,2.4704275,-9.191157,0.48312235,0.64884305,0.6715893,0.62632895
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:27:53,34,1,34 Alex Barnett,88 Maddie Pletzke,0,0,0,0,0,0,0,0,0,0,1,13.959083,6.107435,-12.5521,0.6715893,0.62632895,0.92897326,0.5706692
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:28:02,34,1,88 Maddie Pletzke,03 Lyra Olson,0,0,0,0,0,0,0,0,0,1,1,10.803132,10.43068,2.812218,0.92897326,0.5706692,0.871308,0.47560975
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:28:10,34,1,03 Lyra Olson,12 Katie Backus Meilstrup,0,0,0,0,0,0,0,0,0,1,0,12.452455,12.3521185,1.5775869,0.871308,0.47560975,0.8389592,0.3630394
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:28:15,34,1,12 Katie Backus Meilstrup,25 Meg Manning,0,0,0,0,0,0,0,0,0,0,0,12.808531,5.1467175,11.729014,0.8389592,0.3630394,0.59845287,0.31613508
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:28:21,34,1,25 Meg Manning,03 Lyra Olson,0,0,0,0,0,0,0,0,1,0,0,6.68984,-1.7841966,6.447527,0.59845287,0.31613508,0.46624473,0.33239526
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:28:26,34,1,03 Lyra Olson,14 Ellen Yu,0,0,0,0,0,0,0,0,0,0,0,11.63321,4.048752,10.905925,0.46624473,0.33239526,0.24261603,0.29549718
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:28:32,34,1,14 Ellen Yu,12 Katie Backus Meilstrup,0,0,0,0,0,1,0,0,0,0,1,11.209095,9.264089,6.310346,0.24261603,0.29549718,0.11322082,0.21106942
RAL @ DC,Week 7,RAL,DC,2025-05-22 14:28:44,34,1,12 Katie Backus Meilstrup,34 Alex Barnett,0,0,0,1,1,0,0,0,0,1,1,12.33465,12.214874,-1.7147678,0.11322082,0.21106942,0.14838256,0.09974984
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:08:58,2,1,10 Mia Griner,29 Soju Hokari,0,0,0,0,0,0,0,0,0,0,0,12.119722,6.502397,-10.227732,0.3527778,0.7074074,0.5625,0.6481482
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:09:10,2,1,29 Soju Hokari,11 Quincy Booth,0,0,0,0,0,0,0,0,1,0,0,6.7369914,-6.63786,1.1514646,0.5625,0.6481482,0.53888893,0.70864195
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:09:15,2,1,11 Quincy Booth,10 Mia Griner,0,0,0,0,0,0,0,0,0,0,0,6.4435654,6.4346595,-0.3386654,0.53888893,0.70864195,0.54583335,0.65000004
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:09:29,2,1,10 Mia Griner,33 Georgia Tse,1,1,0,0,0,0,0,0,0,0,0,31.60905,28.989868,-12.5984,0.54583335,0.65000004,0.8041667,0.38580248
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:10:48,2,2,10 Mia Griner,51 Lilli Popovich,0,0,0,0,0,0,0,0,0,0,0,24.153847,12.056537,-20.929602,0.32083333,0.6345679,0.75,0.52469134
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:10:56,2,2,51 Lilli Popovich,33 Georgia Tse,0,0,0,0,0,0,0,0,0,0,0,10.52049,10.498663,-0.6773366,0.75,0.52469134,0.76388896,0.42901236
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:11:01,2,2,33 Georgia Tse,75 Sarah Kingsley-Hart,0,0,0,0,0,0,0,0,1,0,0,11.00641,-1.4901351,10.90507,0.76388896,0.42901236,0.5402778,0.44259262
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:22:25,2,2,75 Sarah Kingsley-Hart,33 Georgia Tse,0,0,0,0,0,0,0,0,1,0,0,9.238833,-7.3829308,-5.554132,0.5402778,0.44259262,0.65416664,0.50987655
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:22:34,2,2,33 Georgia Tse,10 Mia Griner,0,0,0,0,0,0,0,0,1,0,0,6.593832,-3.657603,5.4863977,0.65416664,0.50987655,0.5416667,0.5432099
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:22:39,2,2,10 Mia Griner,29 Soju Hokari,0,0,0,0,0,0,0,1,0,0,0,16.96311,7.5861344,15.172266,0.5416667,0.5432099,0.2305556,0.4740741
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:22:47,2,2,29 Soju Hokari,33 Georgia Tse,0,0,0,0,0,1,0,0,1,0,0,13.119473,-5.0122657,-12.124265,0.2305556,0.4740741,0.47916666,0.5197531
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:23:15,2,2,33 Georgia Tse,05 Megan Jarriel,0,0,0,1,1,0,1,0,0,0,0,45.069138,44.636265,6.2314644,0.47916666,0.5197531,0.35138893,0.11296298
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:28:12,3,1,07 Allison Murphy,25 Katie Sanders,0,0,0,0,0,0,0,1,0,0,0,19.148417,2.6416004,-18.965332,0.15,0.78765434,0.5388889,0.76358026
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:28:33,3,1,25 Katie Sanders,44 Jordan Harn,0,0,0,0,0,0,0,0,0,0,0,14.803264,10.227738,10.701869,0.5388889,0.76358026,0.3194444,0.67037034
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:29:11,3,1,44 Jordan Harn,14 Charlotte Doran,0,0,0,0,0,0,0,0,0,0,0,13.501379,1.5578663,-13.411201,0.3194444,0.67037034,0.5944444,0.6561728
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:29:29,3,1,14 Charlotte Doran,25 Katie Sanders,0,0,0,0,0,0,0,0,0,0,0,10.976147,4.4703984,-10.024537,0.5944444,0.6561728,0.8,0.6154321
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:31:17,3,1,25 Katie Sanders,44 Jordan Harn,0,0,0,0,0,0,0,0,0,0,0,12.922164,1.7610669,12.8015995,0.8,0.6154321,0.5375,0.5993827
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:31:24,3,1,44 Jordan Harn,01 Charlie Hawkins,0,0,0,0,0,0,0,0,0,0,0,8.230366,7.9925323,1.9642682,0.5375,0.5993827,0.49722221,0.5265432
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:32:00,3,1,01 Charlie Hawkins,07 Allison Murphy,0,0,0,0,0,0,0,0,0,0,0,7.4792438,7.3151994,-1.5578657,0.49722221,0.5265432,0.52916664,0.45987654
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:32:12,3,1,07 Allison Murphy,14 Charlotte Doran,0,0,0,0,0,0,0,0,0,0,0,11.548285,-0.88053346,-11.514667,0.52916664,0.45987654,0.76527774,0.46790123
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:32:35,3,1,14 Charlotte Doran,10 Mia Griner,0,0,0,0,0,1,0,0,0,0,1,29.583652,29.0576,-5.554135,0.76527774,0.46790123,0.87916666,0.2030864
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:32:43,3,1,10 Mia Griner,14 Charlotte Doran,0,0,0,1,1,0,0,0,0,1,1,14.6432495,14.427198,-2.506132,0.87916666,0.2030864,0.9305555,0.07160493
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:35:41,4,1,14 Charlotte Doran,51 Lilli Popovich,0,0,0,0,0,0,0,0,0,0,0,15.087514,10.566398,-10.769602,0.4652778,0.3888889,0.68611115,0.2925926
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:36:31,4,1,51 Lilli Popovich,14 Charlotte Doran,0,0,0,0,0,0,0,0,0,0,1,12.049111,7.924801,-9.076266,0.68611115,0.2925926,0.87222224,0.22037038
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:36:44,4,1,14 Charlotte Doran,06 Lylah Bannister,0,0,0,0,0,0,0,0,1,1,1,8.608798,-8.602134,-0.3386654,0.87222224,0.22037038,0.87916666,0.29876545
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:36:53,4,1,06 Lylah Bannister,14 Charlotte Doran,0,0,0,0,0,1,0,0,0,1,1,9.55064,9.5504,0.067731336,0.87916666,0.29876545,0.8777778,0.21172841
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:37:01,4,1,14 Charlotte Doran,26 Morgan Lally,0,0,0,1,1,0,0,0,0,1,0,10.188184,9.482667,3.7253337,0.8777778,0.21172841,0.8013889,0.12530865
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:39:37,5,1,32 Therese Doebler,26 Morgan Lally,1,1,0,0,0,0,0,0,0,0,1,27.66208,27.6352,-1.2191988,0.85,0.47160494,0.875,0.21975307
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:41:42,5,2,29 Soju Hokari,06 Lylah Bannister,0,0,0,1,1,0,1,0,0,0,0,45.93299,45.923203,0.94826776,0.6166667,0.5240741,0.5972222,0.105555534
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:45:45,7,1,04 Chloe Greene,17 Christina Marsicano,0,0,0,0,0,0,0,0,0,0,0,13.033167,5.4186664,11.853333,0.5069444,0.49012345,0.26388887,0.44074073
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:46:11,7,1,17 Christina Marsicano,01 Charlie Hawkins,1,0,1,0,0,0,0,0,0,0,0,13.418897,7.112002,-11.379201,0.26388887,0.44074073,0.49722221,0.3759259
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:52:20,8,1,29 Soju Hokari,08 Dani Ortiz,0,0,0,0,0,0,0,0,0,0,0,7.239867,4.8767996,-5.350935,0.3375,0.7061728,0.44722226,0.6617284
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:52:25,8,1,08 Dani Ortiz,33 Georgia Tse,0,0,0,0,0,0,0,0,0,0,0,16.269823,13.072533,9.685867,0.44722226,0.6617284,0.24861114,0.5425926
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:52:56,8,1,33 Georgia Tse,26 Morgan Lally,1,1,0,0,0,0,0,0,0,0,0,8.745735,8.398933,-2.4384,0.24861114,0.5425926,0.29861113,0.46604937
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:54:14,9,1,10 Mia Griner,29 Soju Hokari,0,0,0,0,0,0,0,0,0,0,0,12.542928,5.825071,11.108267,0.5083333,0.6228395,0.28055555,0.56975305
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:54:20,9,1,29 Soju Hokari,10 Mia Griner,0,0,0,0,0,0,0,0,0,0,0,12.816106,0.60959506,-12.8015995,0.28055555,0.56975305,0.54305553,0.56419754
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:55:03,9,1,10 Mia Griner,04 Chloe Greene,0,0,0,0,0,0,0,0,0,0,0,7.9571567,4.064004,-6.8410683,0.54305553,0.56419754,0.68333334,0.52716047
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:55:24,9,1,04 Chloe Greene,10 Mia Griner,0,0,0,0,0,0,0,0,0,0,0,12.740531,2.3029306,12.530668,0.68333334,0.52716047,0.42638886,0.50617284
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:55:29,9,1,10 Mia Griner,04 Chloe Greene,0,0,0,0,0,0,0,0,0,0,0,8.529561,1.8287982,-8.331201,0.42638886,0.50617284,0.5972222,0.48950619
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:55:36,9,1,04 Chloe Greene,51 Lilli Popovich,0,0,0,0,0,0,0,0,0,0,0,8.172191,6.84107,-4.470399,0.5972222,0.48950619,0.68888885,0.42716047
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:55:47,9,1,51 Lilli Popovich,04 Chloe Greene,0,0,0,0,0,0,0,0,1,0,0,9.623379,-3.7253342,8.873066,0.68888885,0.42716047,0.5069444,0.4611111
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:55:52,9,1,04 Chloe Greene,10 Mia Griner,0,0,0,0,0,0,0,0,0,0,0,11.467757,1.4224005,11.379201,0.5069444,0.4611111,0.27361107,0.44814813
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:56:09,9,1,10 Mia Griner,33 Georgia Tse,0,0,0,0,0,0,0,1,0,0,0,20.505312,4.6058645,-19.981337,0.27361107,0.44814813,0.68333334,0.40617284
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:56:27,9,1,33 Georgia Tse,29 Soju Hokari,0,0,0,0,0,0,0,0,0,0,0,11.264119,0.67733616,11.243735,0.68333334,0.40617284,0.45277774,0.39999998
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:56:41,9,1,29 Soju Hokari,04 Chloe Greene,0,0,0,0,0,0,0,0,0,0,0,12.08314,4.0640006,11.3792,0.45277774,0.39999998,0.21944441,0.36296293
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:56:50,9,1,04 Chloe Greene,10 Mia Griner,0,0,0,0,0,0,0,0,0,0,0,8.595727,8.39893,1.8288004,0.21944441,0.36296293,0.1819444,0.28641975
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:57:00,9,1,10 Mia Griner,75 Sarah Kingsley-Hart,0,0,0,0,0,0,0,0,1,0,0,13.929044,-3.9962661,-13.343468,0.1819444,0.28641975,0.45555553,0.3228395
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:57:16,9,1,75 Sarah Kingsley-Hart,51 Lilli Popovich,0,0,0,0,0,1,0,0,0,0,0,13.556314,9.753599,-9.414933,0.45555553,0.3228395,0.64861107,0.23395061
NASH @ ATL,Week 8,ATL,NASH,2025-05-26 15:57:22,9,1,51 Lilli Popovich,10 Mia Griner,0,0,0,1,1,0,0,0,0,0,0,13.657635,13.343467,-2.9125345,0.64861107,0.23395061,0.7083333,0.11234567
NASH @ ATL,Week 8,ATL,NASH,2025-05-27 17:57:02,10,1,14 Charlotte Doran,12 Emma Jaschke,0,0,0,0,0,0,0,0,0,0,0,10.72777,8.263464,-6.8410683,0.4847222,0.6191358,0.625,0.5438272
NASH @ ATL,Week 8,ATL,NASH,2025-05-27 17:57:10,10,1,12 Emma Jaschke,14 Charlotte Doran,0,0,0,0,0,0,0,0,0,0,0,7.8879547,7.382934,2.7770689,0.625,0.5438272,0.5680555,0.47654322
NASH @ ATL,Week 8,ATL,NASH,2025-05-27 17:57:24,10,1,14 Charlotte Doran,75 Sarah Kingsley-Hart,0,0,0,0,0,0,0,0,0,0,0,10.881694,10.363201,-3.3189342,0.5680555,0.47654322,0.6361111,0.38209876
NASH @ ATL,Week 8,ATL,NASH,2025-05-27 17:57:35,10,1,75 Sarah Kingsley-Hart,29 Soju Hokari,0,0,0,0,0,0,0,0,0,0,0,12.340114,3.6575997,11.785601,0.6361111,0.38209876,0.3944444,0.34876543
NASH @ ATL,Week 8,ATL,NASH,2025-05-27 17:57:40,10,1,29 Soju Hokari,32 Therese Doebler,0,0,0,0,0,0,0,0,0,0,0,14.031759,3.6575997,-13.546668,0.3944444,0.34876543,0.6722222,0.3154321
NASH @ ATL,Week 8,ATL,NASH,2025-05-27 17:57:47,10,1,32 Therese Doebler,14 Charlotte Doran,0,0,0,0,0,1,0,0,0,0,0,13.652088,3.1834674,13.275732,0.6722222,0.3154321,0.4,0.28641975
NASH @ ATL,Week 8,ATL,NASH,2025-05-27 17:57:57,10,1,14 Charlotte Doran,12 Emma Jaschke,0,0,0,1,1,0,0,0,0,0,0,22.9615,22.893867,1.7610685,0.4,0.28641975,0.36388886,0.07777776
NASH @ ATL,Week 8,ATL,NASH,2025-05-27 18:01:42,11,1,10 Mia Griner,04 Chloe Greene,0,0,0,0,0,0,0,0,0,0,0,11.6503315,-0.06773133,11.650134,0.6625,0.8117284,0.42361113,0.8123457
NASH @ ATL,Week 8,ATL,NASH,2025-05-27 18:02:01,11,1,04 Chloe Greene,75 Sarah Kingsley-Hart,0,0,0,0,0,0,0,0,0,0,0,15.582347,9.076266,12.666133,0.42361113,0.8123457,0.16388893,0.72962964
NASH @ ATL,Week 8,ATL,NASH,2025-05-27 18:02:04,11,1,75 Sarah Kingsley-Hart,29 Soju Hokari,0,0,0,0,0,0,0,0,1,0,0,11.220249,-6.5024037,-9.144,0.16388893,0.72962964,0.35138893,0.78888893
NASH @ ATL,Week 8,ATL,NASH,2025-05-27 18:02:08,11,1,29 Soju Hokari,33 Georgia Tse,0,0,0,0,0,0,0,1,0,0,0,20.180553,5.4186697,-19.439465,0.35138893,0.78888893,0.75,0.7395062
NASH @ ATL,Week 8,ATL,NASH,2025-05-27 18:02:50,11,1,33 Georgia Tse,75 Sarah Kingsley-Hart,0,0,0,0,0,0,0,0,0,0,0,16.54372,16.526936,0.74506503,0.75,0.7395062,0.73472226,0.5888889
NASH @ ATL,Week 8,ATL,NASH,2025-05-27 18:03:01,11,1,75 Sarah Kingsley-Hart,04 Chloe Greene,0,0,0,0,0,0,0,0,1,0,1,7.7630796,-3.7930655,-6.773334,0.73472226,0.5888889,0.87361115,0.6234568
NASH @ ATL,Week 8,ATL,NASH,2025-05-27 18:03:11,11,1,04 Chloe Greene,29 Soju Hokari,0,0,0,0,0,0,0,1,0,1,0,18.037428,5.4186635,17.20427,0.87361115,0.6234568,0.5208333,0.5740741
